Platform,Party,Bioguide ID,Number of Active Accounts,Max Total Followers,Start of Term,End of Term,First Post,Last Post,Total Posts,Average Post Favorites/Reactions,Average Post Retweets/Shares
facebook,R,A000055,1,22404,1/1/2019,,1/18/2019,5/29/2020,325,108,35
facebook,R,A000360,2,57405,1/1/2019,,1/2/2019,5/31/2020,677,177,23
facebook,R,A000367,2,140238,1/1/2019,,1/1/2019,5/16/2020,57,2197,495
facebook,R,A000369,1,9376,1/1/2019,,1/4/2019,5/18/2020,89,118,18
facebook,D,A000370,2,19146,1/1/2019,,1/1/2019,5/30/2020,612,54,10
facebook,D,A000371,2,11086,1/1/2019,,1/2/2019,5/29/2020,317,137,15
facebook,R,A000372,2,147433,1/1/2019,,1/1/2019,5/28/2020,673,76,14
facebook,R,A000374,2,69133,1/1/2019,,1/1/2019,5/30/2020,1347,503,180
facebook,R,A000375,2,45163,1/1/2019,,1/4/2019,5/29/2020,568,148,26
facebook,D,A000376,2,21259,1/1/2019,,1/1/2019,5/31/2020,1409,102,9
facebook,R,A000377,2,8721,1/1/2019,,1/2/2019,5/29/2020,954,92,11
facebook,D,A000378,2,8354,1/1/2019,,1/2/2019,5/30/2020,1047,63,7
facebook,D,B000490,2,12601,1/1/2019,,1/1/2019,5/29/2020,264,72,17
facebook,D,B000574,1,51637,1/1/2019,,1/2/2019,5/31/2020,408,318,30
facebook,R,B000575,2,64427,1/1/2019,,1/1/2019,5/27/2020,584,198,22
facebook,R,B000755,2,35325,1/1/2019,,1/1/2019,5/30/2020,1651,48,15
facebook,D,B000944,2,227783,1/1/2019,,1/1/2019,5/29/2020,645,1016,440
facebook,R,B001135,1,27914,1/1/2019,,1/1/2019,4/21/2020,83,491,49
facebook,D,B001230,2,170627,1/1/2019,,1/1/2019,5/29/2020,602,438,54
facebook,R,B001236,2,40983,1/1/2019,,1/1/2019,5/28/2020,699,96,15
facebook,R,B001243,2,147926,1/1/2019,,1/2/2019,5/31/2020,1679,635,96
facebook,R,B001248,1,8328,1/1/2019,,1/1/2019,5/29/2020,378,120,15
facebook,R,B001250,1,6687,1/1/2019,,1/5/2019,5/29/2020,87,115,12
facebook,D,B001251,1,10568,1/1/2019,,1/1/2019,5/29/2020,279,80,19
facebook,R,B001257,2,77654,1/1/2019,,1/1/2019,5/31/2020,1527,82,45
facebook,R,B001260,2,56647,1/1/2019,,1/2/2019,5/29/2020,370,302,55
facebook,R,B001261,2,35115,1/1/2019,,1/3/2019,5/29/2020,359,177,26
facebook,D,B001267,2,163858,1/1/2019,,1/1/2019,5/30/2020,1751,448,84
facebook,D,B001270,2,53144,1/1/2019,,1/1/2019,5/31/2020,875,85,26
facebook,R,B001274,2,52824,1/1/2019,,1/2/2019,5/29/2020,533,231,74
facebook,R,B001275,2,28665,1/1/2019,,1/1/2019,5/30/2020,592,69,12
facebook,D,B001277,2,79667,1/1/2019,,1/1/2019,5/29/2020,325,265,30
facebook,D,B001278,2,23675,1/1/2019,,1/1/2019,5/30/2020,679,88,8
facebook,D,B001281,2,45552,1/1/2019,,1/1/2019,5/31/2020,1095,196,39
facebook,R,B001282,2,49197,1/1/2019,,1/4/2019,5/31/2020,686,129,31
facebook,R,B001284,2,40397,1/1/2019,,1/7/2019,5/30/2020,376,68,8
facebook,D,B001285,2,21126,1/1/2019,,1/1/2019,5/29/2020,1191,84,10
facebook,D,B001286,2,52066,1/1/2019,,1/1/2019,5/30/2020,1491,104,14
facebook,D,B001287,2,32702,1/1/2019,,1/1/2019,5/29/2020,401,82,7
facebook,D,B001288,2,2334224,1/1/2019,,1/2/2019,5/31/2020,1505,1424,155
facebook,R,B001289,2,47325,1/1/2019,,1/1/2019,5/30/2020,2930,178,55
facebook,R,B001291,2,66355,1/1/2019,,1/1/2019,5/31/2020,1159,194,55
facebook,D,B001292,2,39886,1/1/2019,,1/1/2019,5/30/2020,1408,235,54
facebook,R,B001295,2,38210,1/1/2019,,1/1/2019,5/31/2020,905,251,40
facebook,D,B001296,2,14727,1/1/2019,,1/1/2019,5/28/2020,585,99,10
facebook,R,B001297,2,32008,1/1/2019,,1/4/2019,5/27/2020,434,138,24
facebook,R,B001298,2,12780,1/1/2019,,1/2/2019,5/31/2020,2166,82,6
facebook,R,B001299,2,24402,1/1/2019,,1/1/2019,5/31/2020,1301,163,31
facebook,D,B001300,1,8331,1/1/2019,,1/1/2019,5/31/2020,896,93,13
facebook,R,B001301,2,21754,1/1/2019,,1/2/2019,5/29/2020,638,255,36
facebook,R,B001302,2,33819,1/1/2019,,1/1/2019,5/31/2020,1741,257,52
facebook,D,B001303,2,23097,1/1/2019,,1/1/2019,5/31/2020,321,179,29
facebook,D,B001304,2,46131,1/1/2019,,1/1/2019,5/31/2020,547,94,21
facebook,R,B001305,2,34349,1/1/2019,,1/1/2019,5/30/2020,1174,174,26
facebook,R,B001306,2,4445,1/1/2019,,1/4/2019,5/31/2020,402,42,4
facebook,R,B001307,2,7352,1/1/2019,,1/4/2019,5/30/2020,420,41,5
facebook,D,B001308,2,28763,1/1/2019,,1/1/2019,5/31/2020,1753,114,11
facebook,R,B001309,2,15492,1/1/2019,,1/3/2019,5/31/2020,483,215,31
facebook,R,B001310,2,67710,1/1/2019,,1/3/2019,5/28/2020,634,468,53
facebook,R,B001311,1,10618,9/17/2019,,9/18/2019,5/30/2020,57,372,113
facebook,R,C000059,2,23929,1/1/2019,,1/1/2019,5/31/2020,201,253,54
facebook,D,C000127,1,55448,1/1/2019,,1/3/2019,5/31/2020,398,425,49
facebook,D,C000141,2,37221,1/1/2019,,1/3/2019,5/28/2020,366,231,30
facebook,D,C000174,2,20215,1/1/2019,,1/4/2019,5/31/2020,477,105,11
facebook,R,C000266,2,14852,1/1/2019,,1/1/2019,5/30/2020,507,76,6
facebook,D,C000537,2,50538,1/1/2019,,1/4/2019,5/30/2020,660,117,25
facebook,D,C000754,2,20323,1/1/2019,,1/3/2019,5/29/2020,495,97,16
facebook,R,C000880,2,14294,1/1/2019,,1/1/2019,5/29/2020,513,77,10
facebook,D,C000984,2,153157,1/1/2019,10/16/2019,1/1/2019,10/3/2019,178,772,83
facebook,R,C001035,2,106603,1/1/2019,,1/2/2019,5/31/2020,1033,199,19
facebook,R,C001047,2,72825,1/1/2019,,1/2/2019,5/31/2020,1752,129,21
facebook,D,C001049,1,3183,1/1/2019,,1/2/2019,5/30/2020,367,77,15
facebook,R,C001051,2,43204,1/1/2019,,1/1/2019,5/31/2020,1095,62,14
facebook,R,C001053,2,27766,1/1/2019,,1/10/2019,5/30/2020,469,65,13
facebook,D,C001055,1,1287,1/1/2019,,1/5/2019,5/30/2020,661,23,2
facebook,R,C001056,2,524629,1/1/2019,,1/1/2019,5/31/2020,1359,442,71
facebook,D,C001059,2,7078,1/1/2019,,1/2/2019,5/31/2020,822,58,9
facebook,D,C001061,2,31789,1/1/2019,,1/3/2019,5/26/2020,340,173,26
facebook,R,C001062,2,12611,1/1/2019,,1/1/2019,5/31/2020,740,56,9
facebook,D,C001063,2,25214,1/1/2019,,1/3/2019,5/31/2020,1053,50,6
facebook,D,C001066,2,16765,1/1/2019,,1/1/2019,5/31/2020,965,55,7
facebook,D,C001067,2,21542,1/1/2019,,1/1/2019,5/31/2020,645,20,4
facebook,D,C001068,2,31110,1/1/2019,,1/1/2019,5/30/2020,991,113,16
facebook,D,C001069,2,25444,1/1/2019,,1/1/2019,5/29/2020,811,80,25
facebook,D,C001070,2,110423,1/1/2019,,1/3/2019,5/31/2020,456,826,104
facebook,D,C001072,2,29115,1/1/2019,,1/1/2019,5/30/2020,406,152,20
facebook,R,C001075,2,116591,1/1/2019,,1/1/2019,5/31/2020,1950,216,37
facebook,D,C001078,2,19085,1/1/2019,,1/2/2019,5/28/2020,241,84,11
facebook,D,C001080,2,22021,1/1/2019,,1/2/2019,5/29/2020,358,108,27
facebook,D,C001084,2,26545,1/1/2019,,1/1/2019,5/31/2020,839,217,50
facebook,D,C001088,2,64541,1/1/2019,,1/2/2019,5/31/2020,1445,275,46
facebook,D,C001090,2,23172,1/1/2019,,1/1/2019,5/29/2020,704,137,17
facebook,D,C001091,2,213538,1/1/2019,,1/3/2019,5/31/2020,751,292,43
facebook,R,C001092,1,12421,1/1/2019,9/30/2019,1/1/2019,9/10/2019,121,55,4
facebook,R,C001093,2,141166,1/1/2019,,1/1/2019,5/31/2020,1437,842,182
facebook,R,C001094,2,12023,1/1/2019,,1/9/2019,5/28/2020,151,180,35
facebook,R,C001095,2,399786,1/1/2019,,1/11/2019,5/30/2020,443,892,312
facebook,R,C001096,2,27596,1/1/2019,,1/4/2019,5/31/2020,1048,103,11
facebook,D,C001097,2,20794,1/1/2019,,1/3/2019,5/31/2020,616,37,5
facebook,R,C001098,2,3232172,1/1/2019,,1/1/2019,5/31/2020,2743,2451,569
facebook,D,C001101,2,37787,1/1/2019,,1/1/2019,5/30/2020,733,111,14
facebook,R,C001103,2,38948,1/1/2019,,1/2/2019,5/29/2020,469,153,24
facebook,R,C001108,2,38534,1/1/2019,,1/8/2019,5/31/2020,669,109,16
facebook,R,C001109,2,31556,1/1/2019,,1/4/2019,5/28/2020,419,356,163
facebook,D,C001110,2,17714,1/1/2019,,1/1/2019,5/30/2020,809,60,9
facebook,D,C001111,2,109210,1/1/2019,,1/1/2019,5/31/2020,1021,177,30
facebook,D,C001112,2,23474,1/1/2019,,1/1/2019,5/31/2020,919,117,9
facebook,D,C001113,2,45528,1/1/2019,,1/1/2019,5/30/2020,981,127,16
facebook,R,C001114,2,11838,1/1/2019,,1/1/2019,5/29/2020,715,48,4
facebook,R,C001115,2,13782,1/1/2019,,1/9/2019,5/31/2020,555,200,33
facebook,D,C001117,2,22454,1/1/2019,,1/1/2019,5/31/2020,1042,123,13
facebook,R,C001118,2,18895,1/1/2019,,1/3/2019,5/31/2020,839,162,88
facebook,D,C001119,2,17382,1/1/2019,,1/1/2019,5/31/2020,846,100,8
facebook,R,C001120,2,744347,1/1/2019,,1/1/2019,5/30/2020,1114,4112,1494
facebook,D,C001121,2,13194,1/1/2019,,1/1/2019,5/30/2020,1343,108,8
facebook,D,C001122,2,33898,1/1/2019,,1/1/2019,5/29/2020,1139,202,18
facebook,D,C001123,2,14244,1/1/2019,,1/1/2019,5/31/2020,1331,46,6
facebook,D,C001124,2,4469,1/1/2019,,1/2/2019,5/31/2020,1196,29,4
facebook,D,D000096,1,4409,1/1/2019,,1/4/2019,5/15/2020,73,35,6
facebook,D,D000191,2,45930,1/1/2019,,1/3/2019,5/29/2020,529,383,64
facebook,D,D000197,2,24713,1/1/2019,,1/2/2019,5/31/2020,975,134,19
facebook,D,D000216,2,31258,1/1/2019,,1/3/2019,5/29/2020,381,85,12
facebook,D,D000399,2,47971,1/1/2019,,1/1/2019,5/31/2020,2226,145,27
facebook,D,D000482,2,10187,1/1/2019,,1/4/2019,5/31/2020,688,103,14
facebook,D,D000563,2,152972,1/1/2019,,1/1/2019,5/31/2020,925,457,60
facebook,D,D000598,1,11122,1/1/2019,,1/3/2019,5/31/2020,416,89,13
facebook,R,D000600,2,31594,1/1/2019,,1/1/2019,5/28/2020,530,35,8
facebook,D,D000610,2,34485,1/1/2019,,1/4/2019,5/30/2020,279,131,20
facebook,R,D000614,2,55172,1/1/2019,9/22/2019,1/1/2019,9/20/2019,585,219,109
facebook,R,D000615,1,38432,1/1/2019,,1/1/2019,5/29/2020,993,213,57
facebook,R,D000616,2,67125,1/1/2019,,1/1/2019,5/31/2020,426,193,57
facebook,D,D000617,2,41148,1/1/2019,,1/1/2019,5/30/2020,1342,109,13
facebook,R,D000618,2,31914,1/1/2019,,1/1/2019,5/30/2020,736,241,20
facebook,R,D000619,2,34451,1/1/2019,,1/1/2019,5/29/2020,812,81,11
facebook,D,D000622,2,287905,1/1/2019,,1/1/2019,5/31/2020,1087,763,115
facebook,D,D000623,2,19318,1/1/2019,,1/1/2019,5/30/2020,1835,84,11
facebook,D,D000624,2,50486,1/1/2019,,1/1/2019,5/31/2020,1564,201,26
facebook,R,D000626,2,21712,1/1/2019,,1/1/2019,5/31/2020,655,134,29
facebook,D,D000627,2,35368,1/1/2019,,1/1/2019,5/31/2020,624,211,32
facebook,R,D000628,2,27267,1/1/2019,,1/1/2019,5/30/2020,500,160,36
facebook,D,D000629,2,38532,1/1/2019,,1/2/2019,5/29/2020,881,273,24
facebook,D,D000630,2,19462,1/1/2019,,1/1/2019,5/30/2020,3528,77,8
facebook,D,D000631,2,7880,1/1/2019,,1/1/2019,5/29/2020,1081,106,12
facebook,D,E000179,2,59112,1/1/2019,,1/2/2019,5/31/2020,426,109,5
facebook,D,E000215,2,13041,1/1/2019,,1/16/2019,5/30/2020,194,57,6
facebook,R,E000285,1,13005,1/1/2019,,1/7/2019,5/30/2020,313,81,13
facebook,R,E000294,2,19956,1/1/2019,,1/2/2019,5/31/2020,363,93,5
facebook,R,E000295,2,84784,1/1/2019,,1/1/2019,5/31/2020,2475,236,28
facebook,D,E000296,2,14761,1/1/2019,,1/1/2019,5/31/2020,1380,73,44
facebook,D,E000297,1,5348,1/1/2019,,1/1/2019,5/31/2020,1910,43,11
facebook,R,E000298,2,11381,1/1/2019,,1/1/2019,5/28/2020,566,182,33
facebook,D,E000299,2,15590,1/1/2019,,1/7/2019,5/31/2020,1354,101,15
facebook,D,F000062,1,155269,1/1/2019,,1/9/2019,5/29/2020,86,1645,208
facebook,R,F000449,1,12809,1/1/2019,,1/3/2019,5/30/2020,502,63,9
facebook,R,F000450,2,24184,1/1/2019,,1/1/2019,5/30/2020,364,134,14
facebook,D,F000454,2,14198,1/1/2019,,1/3/2019,5/29/2020,669,117,16
facebook,D,F000455,2,50826,1/1/2019,,1/1/2019,5/30/2020,1383,44,13
facebook,R,F000459,2,14215,1/1/2019,,1/1/2019,5/31/2020,883,109,12
facebook,R,F000461,2,23316,1/1/2019,,1/1/2019,5/30/2020,776,32,7
facebook,D,F000462,2,34874,1/1/2019,,1/1/2019,5/29/2020,601,73,10
facebook,R,F000463,2,27396,1/1/2019,,1/1/2019,5/31/2020,261,179,22
facebook,R,F000465,2,44248,1/1/2019,,1/3/2019,5/29/2020,343,83,13
facebook,R,F000466,2,23838,1/1/2019,,1/1/2019,5/31/2020,1259,103,10
facebook,D,F000467,2,13979,1/1/2019,,1/5/2019,5/30/2020,574,165,12
facebook,D,F000468,2,8485,1/1/2019,,1/14/2019,5/31/2020,1159,58,3
facebook,R,F000469,2,15203,1/1/2019,,1/4/2019,5/30/2020,520,59,11
facebook,R,G000061,1,11360,5/19/2020,,5/19/2020,5/30/2020,20,696,35
facebook,R,G000359,1,293323,1/1/2019,,1/3/2019,5/30/2020,484,2734,317
facebook,R,G000377,1,11861,1/1/2019,,1/9/2019,5/30/2020,414,59,12
facebook,R,G000386,2,58012,1/1/2019,,1/2/2019,5/31/2020,757,209,33
facebook,R,G000546,2,55204,1/1/2019,,1/3/2019,5/29/2020,1074,480,238
facebook,D,G000551,2,53136,1/1/2019,,1/2/2019,5/29/2020,612,119,53
facebook,R,G000552,2,82902,1/1/2019,,1/3/2019,5/30/2020,511,462,141
facebook,D,G000553,2,21007,1/1/2019,,1/1/2019,5/31/2020,408,109,11
facebook,D,G000555,2,405931,1/1/2019,,1/3/2019,5/31/2020,1131,622,77
facebook,R,G000558,2,25348,1/1/2019,,1/4/2019,5/28/2020,544,94,13
facebook,D,G000559,2,39034,1/1/2019,,1/1/2019,5/29/2020,944,98,15
facebook,R,G000560,2,122982,1/1/2019,,1/1/2019,5/30/2020,385,52,8
facebook,R,G000562,2,62041,1/1/2019,,1/1/2019,5/30/2020,835,265,22
facebook,R,G000563,2,12939,1/1/2019,,1/3/2019,5/28/2020,331,132,37
facebook,R,G000565,2,31033,1/1/2019,,1/3/2019,5/29/2020,707,193,54
facebook,R,G000568,2,20060,1/1/2019,,1/7/2019,5/31/2020,517,128,18
facebook,D,G000571,2,639391,1/1/2019,,1/1/2019,5/29/2020,1525,2494,561
facebook,D,G000574,2,35795,1/1/2019,,1/4/2019,5/29/2020,433,79,17
facebook,R,G000576,2,14520,1/1/2019,,1/2/2019,5/29/2020,1271,105,16
facebook,R,G000577,2,55162,1/1/2019,,1/1/2019,5/29/2020,1087,72,19
facebook,R,G000578,2,190082,1/1/2019,,1/2/2019,5/31/2020,1771,1218,455
facebook,R,G000579,2,11307,1/1/2019,,1/1/2019,5/29/2020,415,139,20
facebook,D,G000581,2,22882,1/1/2019,,1/1/2019,5/31/2020,850,122,22
facebook,D,G000583,2,26657,1/1/2019,,1/1/2019,5/31/2020,1989,38,3
facebook,R,G000584,2,39218,1/1/2019,,1/1/2019,5/31/2020,772,175,27
facebook,D,G000585,2,13793,1/1/2019,,1/1/2019,5/31/2020,1794,79,18
facebook,D,G000586,2,36644,1/1/2019,,1/2/2019,5/31/2020,1255,64,11
facebook,D,G000587,2,16832,1/1/2019,,1/3/2019,5/31/2020,542,39,6
facebook,R,G000588,2,6916,1/1/2019,,1/3/2019,5/30/2020,611,66,8
facebook,R,G000589,2,19069,1/1/2019,,1/1/2019,5/30/2020,553,246,31
facebook,R,G000590,2,93679,1/1/2019,,1/1/2019,5/31/2020,1385,298,80
facebook,R,G000591,2,14865,1/1/2019,,1/1/2019,5/30/2020,774,135,11
facebook,D,G000592,2,15585,1/1/2019,,1/4/2019,5/30/2020,503,140,20
facebook,D,H000324,2,41715,1/1/2019,,1/1/2019,5/31/2020,903,23,6
facebook,D,H000874,2,121486,1/1/2019,,1/1/2019,5/31/2020,1827,254,58
facebook,D,H001038,2,11777,1/1/2019,,1/4/2019,5/29/2020,268,73,11
facebook,D,H001042,1,23311,1/1/2019,,1/3/2019,5/29/2020,438,293,39
facebook,D,H001046,2,63527,1/1/2019,,1/2/2019,5/30/2020,752,309,42
facebook,D,H001047,2,37238,1/1/2019,,1/1/2019,5/31/2020,1429,122,25
facebook,R,H001048,2,34299,1/1/2019,1/12/2020,1/3/2019,1/10/2020,263,175,26
facebook,R,H001052,2,20815,1/1/2019,,1/2/2019,5/30/2020,714,140,27
facebook,R,H001053,2,23988,1/1/2019,,1/1/2019,5/30/2020,657,188,21
facebook,R,H001056,2,41364,1/1/2019,,1/1/2019,5/28/2020,688,170,18
facebook,R,H001058,2,23196,1/1/2019,,1/1/2019,5/31/2020,1068,271,66
facebook,R,H001061,2,24058,1/1/2019,,1/5/2019,5/28/2020,498,63,5
facebook,D,H001064,2,35841,1/1/2019,,1/4/2019,5/30/2020,204,163,18
facebook,R,H001065,2,39315,1/1/2019,,1/1/2019,4/21/2020,114,100,24
facebook,D,H001066,2,18240,1/1/2019,,1/3/2019,5/30/2020,1161,37,5
facebook,R,H001067,2,45081,1/1/2019,,1/1/2019,5/29/2020,930,113,24
facebook,D,H001068,2,25644,1/1/2019,,1/2/2019,5/31/2020,1363,137,23
facebook,R,H001071,2,93000,1/1/2019,,1/1/2019,5/30/2020,590,301,70
facebook,R,H001072,2,19266,1/1/2019,,1/3/2019,5/31/2020,1018,103,14
facebook,R,H001073,2,66893,1/1/2019,,1/1/2019,5/31/2020,1335,98,16
facebook,R,H001074,2,30296,1/1/2019,,1/8/2019,5/28/2020,445,69,7
facebook,D,H001075,3,1964929,1/1/2019,,1/1/2019,5/31/2020,3739,2534,354
facebook,D,H001076,2,45434,1/1/2019,,1/2/2019,5/30/2020,1307,76,6
facebook,R,H001077,2,305988,1/1/2019,,1/3/2019,5/31/2020,462,1026,555
facebook,R,H001079,2,39341,1/1/2019,,1/10/2019,5/31/2020,1377,99,17
facebook,D,H001080,2,64540,1/1/2019,,1/1/2019,5/31/2020,1887,268,81
facebook,D,H001081,2,20864,1/1/2019,,1/1/2019,5/31/2020,1457,66,8
facebook,R,H001082,2,29188,1/1/2019,,1/2/2019,5/31/2020,780,238,47
facebook,D,H001083,2,19399,1/1/2019,,1/2/2019,5/31/2020,682,194,18
facebook,D,H001085,2,10613,1/1/2019,,1/1/2019,5/29/2020,736,102,14
facebook,D,H001087,2,22220,1/1/2019,11/2/2019,1/1/2019,10/31/2019,899,192,15
facebook,R,H001088,2,6565,1/1/2019,,1/3/2019,5/31/2020,1117,84,21
facebook,R,H001089,2,52934,1/1/2019,,1/15/2019,5/29/2020,533,481,141
